customer_id,total_transaction,total_price,average_order_value,profit_margin,purchase_frequency,customer_value,cltv,segment
0,3655,119312.72,32.64369904240766,11931.272,1.6258896797153024,53.07505338078292,129413865.0345317,A
1,6,29.2,4.866666666666666,2.92,0.0026690391459074734,0.012989323843416369,7.751272727272773,D
2,16,90.35,5.646875,9.035,0.0071174377224199285,0.04019128113879003,74.21020454545499,A
3,13,188.9,14.53076923076923,18.89,0.005782918149466192,0.08403024911032028,324.39281818182013,A
4,7,28.75,4.107142857142857,2.875,0.003113879003558719,0.012789145907473308,7.51420454545459,D
5,6,23.5,3.9166666666666665,2.35,0.0026690391459074734,0.01045373665480427,5.020454545454576,D
6,9,44.05,4.894444444444444,4.405,0.00400355871886121,0.019595195729537364,17.640022727272832,C
7,9,54.5,6.055555555555555,5.45,0.00400355871886121,0.02424377224199288,27.002272727272892,B
8,10,61.2,6.12,6.120000000000001,0.004448398576512456,0.027224199288256232,34.049454545454765,B
9,9,54.25000000000001,6.027777777777779,5.425000000000001,0.00400355871886121,0.024132562277580077,26.75511363636381,B
10,10,46.89999999999999,4.6899999999999995,4.6899999999999995,0.004448398576512456,0.020862989323843416,19.996454545454664,C
11,8,37.15,4.64375,3.715,0.0035587188612099642,0.016525800711743772,12.546568181818255,C
12,7,37.0,5.285714285714286,3.7,0.003113879003558719,0.016459074733096084,12.44545454545462,C
13,5,25.95,5.1899999999999995,2.595,0.002224199288256228,0.011543594306049822,6.121840909090946,D
14,10,41.6,4.16,4.16,0.004448398576512456,0.018505338078291817,15.732363636363734,C
15,11,65.5,5.954545454545454,6.550000000000001,0.004893238434163701,0.02913701067615658,39.00227272727296,A
16,10,72.0,7.2,7.2,0.004448398576512456,0.03202846975088968,47.12727272727301,A
17,1,6.2,6.2,0.6200000000000001,0.00044483985765124553,0.0027580071174377226,0.3494545454545476,D
18,6,37.95,6.325,3.7950000000000004,0.0026690391459074734,0.01688167259786477,13.09275000000008,C
19,7,35.8,5.114285714285714,3.58,0.003113879003558719,0.01592526690391459,11.651272727272797,C
20,9,41.0,4.555555555555555,4.1000000000000005,0.00400355871886121,0.018238434163701068,15.281818181818275,C
21,5,21.75,4.35,2.1750000000000003,0.002224199288256228,0.00967526690391459,4.300568181818209,D
22,15,118.85,7.923333333333333,11.885,0.0066725978647686835,0.05286921708185053,128.4120227272735,A
23,9,34.8,3.8666666666666663,3.48,0.00400355871886121,0.015480427046263344,11.009454545454611,C
24,12,56.1,4.675,5.61,0.005338078291814947,0.024955516014234874,28.611000000000175,B
25,11,65.2,5.927272727272728,6.5200000000000005,0.004893238434163701,0.029003558718861212,38.64581818181842,B
26,14,94.65,6.760714285714286,9.465000000000002,0.006227758007117438,0.042104092526690395,81.44202272727324,A
27,5,15.6,3.12,1.56,0.002224199288256228,0.006939501779359432,2.2123636363636505,D
28,14,128.05,9.146428571428572,12.805000000000001,0.006227758007117438,0.056961743772241995,149.06184090909184,A
29,6,33.7,5.616666666666667,3.3700000000000006,0.0026690391459074734,0.014991103202846977,10.32445454545461,C
30,5,40.45,8.09,4.045000000000001,0.002224199288256228,0.017993772241992886,14.874568181818278,C
31,8,34.0,4.25,3.4000000000000004,0.0035587188612099642,0.015124555160142349,10.509090909090974,C
32,6,29.849999999999998,4.975,2.985,0.0026690391459074734,0.01327846975088968,8.100204545454593,D
33,10,72.35000000000001,7.235000000000001,7.235000000000001,0.004448398576512456,0.03218416370106762,47.58656818181849,A
34,9,85.23,9.47,8.523000000000001,0.00400355871886121,0.037913701067615664,66.03775363636406,A
35,12,66.25,5.520833333333333,6.625,0.005338078291814947,0.029470640569395017,39.90056818181842,A
36,6,32.25,5.375,3.225,0.0026690391459074734,0.01434608540925267,9.455113636363695,D
37,8,47.6,5.95,4.760000000000001,0.0035587188612099642,0.02117437722419929,20.59781818181831,B
38,7,51.75,7.392857142857143,5.175000000000001,0.003113879003558719,0.02302046263345196,24.34602272727288,B
39,8,107.4,13.425,10.740000000000002,0.0035587188612099642,0.047775800711743775,104.86145454545522,A
40,12,72.10000000000001,6.008333333333334,7.210000000000001,0.005338078291814947,0.03207295373665481,47.258272727273024,A
41,10,58.1,5.8100000000000005,5.8100000000000005,0.004448398576512456,0.025845195729537373,30.68736363636383,B
42,8,62.55,7.81875,6.255,0.0035587188612099642,0.027824733096085408,35.568204545454755,B
43,9,42.15,4.683333333333334,4.215,0.00400355871886121,0.018750000000000003,16.151113636363736,C
44,9,43.25,4.805555555555555,4.325,0.00400355871886121,0.01923932384341637,17.005113636363742,C
45,5,66.85,13.37,6.685,0.002224199288256228,0.029737544483985766,40.62656818181843,A
46,11,56.550000000000004,5.1409090909090915,5.655000000000001,0.004893238434163701,0.02515569395017794,29.071840909091094,B
47,9,49.2,5.466666666666667,4.920000000000001,0.00400355871886121,0.021886120996441282,22.00581818181832,B
48,13,65.35,5.026923076923077,6.535,0.005782918149466192,0.029070284697508893,38.82384090909114,A
49,7,32.15,4.5928571428571425,3.215,0.003113879003558719,0.014301601423487542,9.396568181818237,D
50,9,47.4,5.266666666666667,4.74,0.00400355871886121,0.021085409252669038,20.425090909091033,B
51,8,37.9,4.7375,3.79,0.0035587188612099642,0.016859430604982205,13.058272727272806,C
52,11,56.150000000000006,5.104545454545455,5.615000000000001,0.004893238434163701,0.02497775800711744,28.662022727272912,B
53,12,76.2,6.3500000000000005,7.620000000000001,0.005338078291814947,0.03389679715302491,52.78581818181851,A
54,8,51.25,6.40625,5.125,0.0035587188612099642,0.022798042704626334,23.877840909091056,B
55,9,48.050000000000004,5.3388888888888895,4.805000000000001,0.00400355871886121,0.02137455516014235,20.98911363636377,B
56,6,30.2,5.033333333333333,3.02,0.0026690391459074734,0.013434163701067616,8.291272727272778,D
57,9,48.5,5.388888888888889,4.8500000000000005,0.00400355871886121,0.021574733096085413,21.384090909091046,B
58,10,73.55,7.3549999999999995,7.355,0.004448398576512456,0.032717971530249114,49.17820454545485,A
